PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Darrun Hilliard,DET,12/29/2015,DET @ NYK,L,3,2,1,1,100.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3
Andre Drummond,DET,12/29/2015,DET @ NYK,L,36,13,5,15,33.3,0,0,-,3,7,42.9,5,4,9,0,1,1,2,3,-7
Reggie Jackson,DET,12/29/2015,DET @ NYK,L,31,17,6,17,35.3,1,4,25.0,4,4,100.0,1,4,5,9,0,0,3,2,-5
Kentavious Caldwell-Pope,DET,12/29/2015,DET @ NYK,L,38,9,3,8,37.5,2,4,50.0,1,2,50.0,2,4,6,1,1,0,0,1,-11
Reggie Jackson,DET,12/26/2015,DET vs. BOS,L,27,17,5,14,35.7,2,5,40.0,5,5,100.0,1,2,3,2,0,0,3,5,-2
Steve Blake,DET,12/26/2015,DET vs. BOS,L,21,4,1,3,33.3,0,2,0.0,2,2,100.0,0,2,2,6,2,0,1,1,3
Stanley Johnson,DET,12/26/2015,DET vs. BOS,L,26,12,5,11,45.5,2,3,66.7,0,0,-,2,1,3,1,1,0,1,4,3
Marcus Morris,DET,12/26/2015,DET vs. BOS,L,37,16,7,14,50.0,0,2,0.0,2,4,50.0,2,3,5,1,1,0,3,4,-1
Reggie Bullock,DET,12/26/2015,DET vs. BOS,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0
Aron Baynes,DET,12/26/2015,DET vs. BOS,L,12,2,1,1,100.0,0,0,-,0,0,-,3,1,4,0,1,0,0,0,0
Anthony Tolliver,DET,12/26/2015,DET vs. BOS,L,16,5,1,5,20.0,1,5,20.0,2,2,100.0,0,1,1,1,1,0,0,2,5
Kentavious Caldwell-Pope,DET,12/26/2015,DET vs. BOS,L,35,6,3,13,23.1,0,5,0.0,0,0,-,0,4,4,2,1,0,5,3,-9
Ersan Ilyasova,DET,12/26/2015,DET vs. BOS,L,29,9,3,9,33.3,1,3,33.3,2,2,100.0,3,4,7,2,2,0,0,3,-18
Andre Drummond,DET,12/26/2015,DET vs. BOS,L,36,22,9,21,42.9,0,0,-,4,10,40.0,7,15,22,1,2,2,2,1,-11
Ersan Ilyasova,DET,12/23/2015,DET @ ATL,L,33,5,2,9,22.2,1,5,20.0,0,0,-,2,5,7,1,1,0,1,3,0
Stanley Johnson,DET,12/23/2015,DET @ ATL,L,26,9,4,10,40.0,1,2,50.0,0,0,-,0,2,2,0,1,0,1,2,2
Reggie Jackson,DET,12/23/2015,DET @ ATL,L,33,19,7,16,43.8,1,3,33.3,4,5,80.0,1,4,5,7,1,0,4,4,3
Darrun Hilliard,DET,12/23/2015,DET @ ATL,L,5,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-1
Aron Baynes,DET,12/23/2015,DET @ ATL,L,12,4,1,4,25.0,0,0,-,2,5,40.0,3,3,6,1,0,2,2,1,-8
Steve Blake,DET,12/23/2015,DET @ ATL,L,15,2,1,6,16.7,0,3,0.0,0,0,-,0,1,1,3,1,1,0,3,-10
Kentavious Caldwell-Pope,DET,12/23/2015,DET @ ATL,L,28,12,4,12,33.3,2,4,50.0,2,2,100.0,1,3,4,0,1,2,2,1,-15
Andre Drummond,DET,12/23/2015,DET @ ATL,L,36,25,9,13,69.2,0,0,-,7,18,38.9,3,9,12,2,1,3,2,5,1
Anthony Tolliver,DET,12/23/2015,DET @ ATL,L,15,2,1,2,50.0,0,1,0.0,0,0,-,1,1,2,3,0,1,1,1,-7
Marcus Morris,DET,12/23/2015,DET @ ATL,L,38,22,9,16,56.3,2,2,100.0,2,3,66.7,2,5,7,1,1,0,1,0,0
Kentavious Caldwell-Pope,DET,12/22/2015,DET @ MIA,W,40,14,5,13,38.5,2,6,33.3,2,2,100.0,1,0,1,3,0,0,1,4,10
Steve Blake,DET,12/22/2015,DET @ MIA,W,17,12,4,5,80.0,4,5,80.0,0,0,-,1,1,2,2,0,0,1,1,-2
Ersan Ilyasova,DET,12/22/2015,DET @ MIA,W,24,6,3,7,42.9,0,1,0.0,0,0,-,4,4,8,0,1,1,2,0,-21
Anthony Tolliver,DET,12/22/2015,DET @ MIA,W,24,9,3,5,60.0,3,5,60.0,0,0,-,0,5,5,1,1,0,0,1,22
Marcus Morris,DET,12/22/2015,DET @ MIA,W,33,8,3,7,42.9,0,1,0.0,2,4,50.0,0,5,5,3,0,0,5,1,-8
Aron Baynes,DET,12/22/2015,DET @ MIA,W,14,1,0,3,0.0,0,0,-,1,2,50.0,0,1,1,0,0,0,1,0,-1
Andre Drummond,DET,12/22/2015,DET @ MIA,W,34,11,4,12,33.3,0,0,-,3,6,50.0,4,8,12,1,0,2,1,3,2
Reggie Jackson,DET,12/22/2015,DET @ MIA,W,31,18,8,16,50.0,2,5,40.0,0,0,-,2,3,5,3,1,0,3,1,3
Stanley Johnson,DET,12/22/2015,DET @ MIA,W,23,14,5,10,50.0,4,7,57.1,0,0,-,0,4,4,3,0,0,2,0,0
Andre Drummond,DET,12/18/2015,DET @ CHI,W,54,33,14,25,56.0,0,0,-,5,10,50.0,10,11,21,3,3,2,2,6,-3
Stanley Johnson,DET,12/18/2015,DET @ CHI,W,30,16,6,11,54.5,1,2,50.0,3,4,75.0,1,6,7,1,1,0,2,6,6
Marcus Morris,DET,12/18/2015,DET @ CHI,W,57,20,7,17,41.2,3,6,50.0,3,6,50.0,2,5,7,2,0,1,2,6,7
Joel Anthony,DET,12/18/2015,DET @ CHI,W,14,2,0,0,-,0,0,-,2,2,100.0,0,3,3,0,0,0,0,2,7
Reggie Jackson,DET,12/18/2015,DET @ CHI,W,50,31,12,27,44.4,0,2,0.0,7,10,70.0,1,5,6,13,1,0,2,4,-1
Anthony Tolliver,DET,12/18/2015,DET @ CHI,W,13,2,1,4,25.0,0,2,0.0,0,0,-,0,1,1,0,0,0,0,1,5
Steve Blake,DET,12/18/2015,DET @ CHI,W,19,8,3,5,60.0,1,2,50.0,1,2,50.0,1,2,3,2,1,0,0,0,3
Ersan Ilyasova,DET,12/18/2015,DET @ CHI,W,54,18,6,17,35.3,1,8,12.5,5,8,62.5,3,6,9,4,0,0,2,5,-3
Kentavious Caldwell-Pope,DET,12/18/2015,DET @ CHI,W,49,17,7,18,38.9,2,7,28.6,1,4,25.0,1,6,7,3,1,1,1,5,-6
Stanley Johnson,DET,12/16/2015,DET vs. BOS,W,21,8,3,5,60.0,0,0,-,2,3,66.7,1,6,7,0,0,0,1,1,10
Kentavious Caldwell-Pope,DET,12/16/2015,DET vs. BOS,W,44,31,10,16,62.5,3,4,75.0,8,8,100.0,0,2,2,3,1,1,1,3,-4
Anthony Tolliver,DET,12/16/2015,DET vs. BOS,W,15,9,3,5,60.0,3,4,75.0,0,0,-,0,2,2,2,0,1,0,3,9
Marcus Morris,DET,12/16/2015,DET vs. BOS,W,33,11,4,9,44.4,1,2,50.0,2,2,100.0,0,1,1,2,1,0,1,3,-1
Ersan Ilyasova,DET,12/16/2015,DET vs. BOS,W,31,11,2,8,25.0,2,5,40.0,5,6,83.3,1,4,5,0,1,2,1,3,-8
Aron Baynes,DET,12/16/2015,DET vs. BOS,W,13,9,3,5,60.0,0,0,-,3,3,100.0,0,3,3,0,0,0,0,1,8
Joel Anthony,DET,12/16/2015,DET vs. BOS,W,1,1,0,0,-,0,0,-,1,2,50.0,0,0,0,0,0,0,0,0,-3
Andre Drummond,DET,12/16/2015,DET vs. BOS,W,35,16,6,10,60.0,1,1,100.0,3,10,30.0,4,8,12,1,2,0,2,3,1
Steve Blake,DET,12/16/2015,DET vs. BOS,W,20,0,0,4,0.0,0,1,0.0,0,0,-,0,2,2,2,0,0,1,2,19
Reggie Jackson,DET,12/16/2015,DET vs. BOS,W,28,23,7,16,43.8,1,4,25.0,8,9,88.9,1,1,2,3,0,0,4,3,-16
Aron Baynes,DET,12/14/2015,DET vs. LAC,L,13,10,5,6,83.3,0,0,-,0,0,-,4,2,6,2,0,0,2,2,7
Anthony Tolliver,DET,12/14/2015,DET vs. LAC,L,33,3,1,5,20.0,1,4,25.0,0,0,-,0,6,6,1,0,0,1,2,10
Ersan Ilyasova,DET,12/14/2015,DET vs. LAC,L,20,6,3,8,37.5,0,2,0.0,0,0,-,2,1,3,1,1,0,0,1,-12
Reggie Jackson,DET,12/14/2015,DET vs. LAC,L,39,34,9,18,50.0,2,2,100.0,14,16,87.5,5,6,11,7,1,0,4,3,-8
Kentavious Caldwell-Pope,DET,12/14/2015,DET vs. LAC,L,45,19,6,17,35.3,2,8,25.0,5,7,71.4,0,3,3,2,1,0,1,5,3
Stanley Johnson,DET,12/14/2015,DET vs. LAC,L,19,0,0,5,0.0,0,0,-,0,0,-,0,4,4,1,0,0,1,0,3
Andre Drummond,DET,12/14/2015,DET vs. LAC,L,40,20,8,17,47.1,0,0,-,4,8,50.0,4,11,15,1,3,0,5,3,-9
Steve Blake,DET,12/14/2015,DET vs. LAC,L,14,5,2,3,66.7,1,2,50.0,0,0,-,0,2,2,0,0,0,3,2,6
Marcus Morris,DET,12/14/2015,DET vs. LAC,L,42,6,3,10,30.0,0,1,0.0,0,0,-,0,4,4,2,2,0,1,3,-10
Stanley Johnson,DET,12/12/2015,DET vs. IND,W,25,11,4,10,40.0,1,5,20.0,2,2,100.0,0,4,4,2,3,0,4,4,5
Joel Anthony,DET,12/12/2015,DET vs. IND,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,1,0,0,1,-3
Marcus Morris,DET,12/12/2015,DET vs. IND,W,30,16,7,13,53.8,2,4,50.0,0,0,-,1,2,3,0,0,0,1,1,22
Reggie Jackson,DET,12/12/2015,DET vs. IND,W,26,21,8,17,47.1,2,4,50.0,3,3,100.0,1,2,3,9,1,0,1,1,21
Reggie Bullock,DET,12/12/2015,DET vs. IND,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Ersan Ilyasova,DET,12/12/2015,DET vs. IND,W,29,20,9,13,69.2,2,4,50.0,0,0,-,1,4,5,1,0,2,0,2,18
Steve Blake,DET,12/12/2015,DET vs. IND,W,19,11,4,6,66.7,3,4,75.0,0,0,-,0,2,2,4,0,0,2,2,4
Aron Baynes,DET,12/12/2015,DET vs. IND,W,16,6,1,2,50.0,0,0,-,4,6,66.7,2,5,7,1,0,1,2,2,5
Spencer Dinwiddie,DET,12/12/2015,DET vs. IND,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Andre Drummond,DET,12/12/2015,DET vs. IND,W,28,8,4,11,36.4,0,0,-,0,2,0.0,3,8,11,1,1,2,2,3,20
Kentavious Caldwell-Pope,DET,12/12/2015,DET vs. IND,W,37,18,5,12,41.7,2,5,40.0,6,6,100.0,2,5,7,8,4,1,1,2,20
Anthony Tolliver,DET,12/12/2015,DET vs. IND,W,16,5,2,3,66.7,1,2,50.0,0,0,-,0,3,3,0,1,0,0,0,7
Darrun Hilliard,DET,12/12/2015,DET vs. IND,W,3,2,1,3,33.3,0,1,0.0,0,0,-,0,0,0,0,0,0,1,0,-3
Ersan Ilyasova,DET,12/11/2015,DET @ PHI,W,26,15,6,13,46.2,3,7,42.9,0,0,-,1,7,8,2,2,2,0,3,34
Reggie Bullock,DET,12/11/2015,DET @ PHI,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-5
Reggie Jackson,DET,12/11/2015,DET @ PHI,W,31,21,9,20,45.0,1,3,33.3,2,2,100.0,2,3,5,4,0,0,3,1,33
Andre Drummond,DET,12/11/2015,DET @ PHI,W,33,18,8,17,47.1,0,0,-,2,6,33.3,11,5,16,0,2,4,1,3,27
Kentavious Caldwell-Pope,DET,12/11/2015,DET @ PHI,W,36,13,5,12,41.7,2,7,28.6,1,2,50.0,0,2,2,2,3,0,1,1,38
Anthony Tolliver,DET,12/11/2015,DET @ PHI,W,22,5,1,3,33.3,1,3,33.3,2,2,100.0,1,4,5,1,1,0,0,1,-22
Aron Baynes,DET,12/11/2015,DET @ PHI,W,15,6,3,4,75.0,0,0,-,0,0,-,1,1,2,1,0,1,2,5,-15
Steve Blake,DET,12/11/2015,DET @ PHI,W,17,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,4,0,0,1,4,-21
Marcus Morris,DET,12/11/2015,DET @ PHI,W,34,21,7,9,77.8,3,3,100.0,4,4,100.0,1,7,8,4,1,1,4,2,31
Darrun Hilliard,DET,12/11/2015,DET @ PHI,W,9,2,1,5,20.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-22
Stanley Johnson,DET,12/11/2015,DET @ PHI,W,15,4,2,6,33.3,0,1,0.0,0,0,-,0,1,1,0,0,1,2,1,-18
Darrun Hilliard,DET,12/09/2015,DET vs. MEM,L,7,3,1,1,100.0,1,1,100.0,0,0,-,0,1,1,1,0,0,0,0,0
Aron Baynes,DET,12/09/2015,DET vs. MEM,L,12,6,2,6,33.3,0,0,-,2,2,100.0,2,2,4,2,0,1,1,1,-5
Reggie Jackson,DET,12/09/2015,DET vs. MEM,L,32,18,7,18,38.9,1,6,16.7,3,3,100.0,0,3,3,7,2,0,2,3,-1
Ersan Ilyasova,DET,12/09/2015,DET vs. MEM,L,34,7,3,9,33.3,1,4,25.0,0,1,0.0,3,4,7,3,1,3,1,5,-3
Andre Drummond,DET,12/09/2015,DET vs. MEM,L,37,18,8,15,53.3,0,0,-,2,5,40.0,7,12,19,2,3,2,6,2,4
Steve Blake,DET,12/09/2015,DET vs. MEM,L,16,11,4,7,57.1,2,4,50.0,1,2,50.0,0,2,2,1,0,0,0,2,0
Stanley Johnson,DET,12/09/2015,DET vs. MEM,L,17,4,2,4,50.0,0,1,0.0,0,0,-,0,3,3,0,0,0,1,2,7
Marcus Morris,DET,12/09/2015,DET vs. MEM,L,37,16,6,13,46.2,2,4,50.0,2,2,100.0,1,1,2,0,0,0,0,0,-7
Kentavious Caldwell-Pope,DET,12/09/2015,DET vs. MEM,L,35,9,4,11,36.4,1,6,16.7,0,0,-,0,2,2,0,3,0,1,1,0
Anthony Tolliver,DET,12/09/2015,DET vs. MEM,L,13,0,0,3,0.0,0,3,0.0,0,0,-,0,0,0,1,0,0,0,0,0
Darrun Hilliard,DET,12/07/2015,DET @ CHA,L,4,2,0,2,0.0,0,0,-,2,4,50.0,0,0,0,0,0,0,0,0,2
Reggie Bullock,DET,12/07/2015,DET @ CHA,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Spencer Dinwiddie,DET,12/07/2015,DET @ CHA,L,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,2
Andre Drummond,DET,12/07/2015,DET @ CHA,L,24,9,4,7,57.1,0,0,-,1,4,25.0,2,7,9,1,3,0,1,5,-11
Stanley Johnson,DET,12/07/2015,DET @ CHA,L,20,4,2,6,33.3,0,1,0.0,0,0,-,0,3,3,1,0,0,0,1,-8
Ersan Ilyasova,DET,12/07/2015,DET @ CHA,L,28,15,4,14,28.6,3,10,30.0,4,8,50.0,1,12,13,1,1,1,3,2,-19
Anthony Tolliver,DET,12/07/2015,DET @ CHA,L,20,6,2,8,25.0,2,7,28.6,0,0,-,0,4,4,2,0,0,1,0,-1
Marcus Morris,DET,12/07/2015,DET @ CHA,L,30,11,4,11,36.4,1,2,50.0,2,3,66.7,1,2,3,1,0,1,2,2,-16
Joel Anthony,DET,12/07/2015,DET @ CHA,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,2
Kentavious Caldwell-Pope,DET,12/07/2015,DET @ CHA,L,38,16,7,15,46.7,1,5,20.0,1,2,50.0,1,3,4,1,3,0,1,3,-20
Reggie Jackson,DET,12/07/2015,DET @ CHA,L,24,4,2,9,22.2,0,4,0.0,0,0,-,0,1,1,1,0,0,3,3,-23
Aron Baynes,DET,12/07/2015,DET @ CHA,L,21,8,4,8,50.0,0,0,-,0,1,0.0,1,2,3,1,4,0,0,3,-11
Steve Blake,DET,12/07/2015,DET @ CHA,L,20,9,3,6,50.0,3,5,60.0,0,0,-,1,0,1,7,0,0,1,0,1
Steve Blake,DET,12/06/2015,DET vs. LAL,W,18,9,3,5,60.0,2,2,100.0,1,1,100.0,1,3,4,5,1,0,4,0,4
Kentavious Caldwell-Pope,DET,12/06/2015,DET vs. LAL,W,31,22,9,14,64.3,1,2,50.0,3,3,100.0,3,1,4,2,4,0,1,3,18
Joel Anthony,DET,12/06/2015,DET vs. LAL,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,1,0,0,5
Anthony Tolliver,DET,12/06/2015,DET vs. LAL,W,34,9,3,9,33.3,2,7,28.6,1,2,50.0,2,11,13,0,1,0,2,4,18
Darrun Hilliard,DET,12/06/2015,DET vs. LAL,W,7,5,1,5,20.0,1,4,25.0,2,2,100.0,1,0,1,0,0,0,0,2,-4
Reggie Jackson,DET,12/06/2015,DET vs. LAL,W,25,20,6,13,46.2,2,2,100.0,6,6,100.0,0,3,3,6,3,0,2,0,18
Reggie Bullock,DET,12/06/2015,DET vs. LAL,W,2,2,0,0,-,0,0,-,2,2,100.0,0,1,1,0,0,0,0,0,5
Stanley Johnson,DET,12/06/2015,DET vs. LAL,W,27,6,2,10,20.0,0,3,0.0,2,2,100.0,0,6,6,2,1,0,1,1,10
Aron Baynes,DET,12/06/2015,DET vs. LAL,W,21,2,1,6,16.7,0,0,-,0,0,-,4,4,8,2,0,0,2,2,-2
Marcus Morris,DET,12/06/2015,DET vs. LAL,W,31,9,4,13,30.8,0,2,0.0,1,3,33.3,0,3,3,3,0,0,1,2,16
Ersan Ilyasova,DET,12/06/2015,DET vs. LAL,W,13,7,3,5,60.0,1,2,50.0,0,0,-,1,0,1,0,0,0,3,4,3
Andre Drummond,DET,12/06/2015,DET vs. LAL,W,24,18,8,12,66.7,0,0,-,2,5,40.0,5,10,15,0,1,0,0,3,19
Spencer Dinwiddie,DET,12/06/2015,DET vs. LAL,W,5,2,1,1,100.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0
Kentavious Caldwell-Pope,DET,12/04/2015,DET vs. MIL,W,33,8,1,6,16.7,0,3,0.0,6,6,100.0,0,2,2,3,0,0,2,2,3
Steve Blake,DET,12/04/2015,DET vs. MIL,W,15,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,3,1,0,1,1,7
Andre Drummond,DET,12/04/2015,DET vs. MIL,W,36,17,7,18,38.9,0,0,-,3,10,30.0,4,19,23,1,3,2,2,2,-2
Ersan Ilyasova,DET,12/04/2015,DET vs. MIL,W,25,13,4,10,40.0,1,5,20.0,4,5,80.0,1,7,8,0,0,0,0,1,10
Aron Baynes,DET,12/04/2015,DET vs. MIL,W,12,0,0,2,0.0,0,0,-,0,0,-,0,1,1,1,0,0,0,1,9
Anthony Tolliver,DET,12/04/2015,DET vs. MIL,W,23,8,3,5,60.0,2,3,66.7,0,2,0.0,1,4,5,1,1,2,0,0,-3
Reggie Jackson,DET,12/04/2015,DET vs. MIL,W,33,23,8,14,57.1,1,4,25.0,6,7,85.7,0,1,1,5,1,0,2,1,0
Stanley Johnson,DET,12/04/2015,DET vs. MIL,W,23,10,4,10,40.0,2,4,50.0,0,0,-,0,1,1,1,1,0,0,2,-2
Marcus Morris,DET,12/04/2015,DET vs. MIL,W,39,23,7,14,50.0,1,2,50.0,8,9,88.9,2,2,4,3,1,0,2,1,13
Kentavious Caldwell-Pope,DET,12/02/2015,DET vs. PHX,W,46,10,4,11,36.4,1,4,25.0,1,2,50.0,2,4,6,2,3,0,2,4,11
Anthony Tolliver,DET,12/02/2015,DET vs. PHX,W,15,5,2,2,100.0,1,1,100.0,0,0,-,0,3,3,0,1,0,0,0,-13
Stanley Johnson,DET,12/02/2015,DET vs. PHX,W,21,7,2,7,28.6,1,3,33.3,2,2,100.0,0,2,2,1,0,0,1,1,-25
Andre Drummond,DET,12/02/2015,DET vs. PHX,W,42,22,8,16,50.0,0,1,0.0,6,17,35.3,3,9,12,0,2,1,2,3,6
Aron Baynes,DET,12/02/2015,DET vs. PHX,W,11,0,0,5,0.0,0,0,-,0,0,-,4,1,5,0,0,0,2,3,-3
Reggie Jackson,DET,12/02/2015,DET vs. PHX,W,40,34,12,20,60.0,3,7,42.9,7,7,100.0,0,3,3,16,1,0,3,3,27
Steve Blake,DET,12/02/2015,DET vs. PHX,W,13,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,1,0,0,2,0,-22
Marcus Morris,DET,12/02/2015,DET vs. PHX,W,42,24,7,10,70.0,3,4,75.0,7,10,70.0,3,11,14,3,2,0,2,2,17
Ersan Ilyasova,DET,12/02/2015,DET vs. PHX,W,35,23,8,13,61.5,3,6,50.0,4,6,66.7,1,3,4,1,1,0,4,4,27
Marcus Morris,DET,11/30/2015,DET vs. HOU,W,34,12,5,11,45.5,0,5,0.0,2,3,66.7,1,3,4,6,0,0,3,1,4
Kentavious Caldwell-Pope,DET,11/30/2015,DET vs. HOU,W,44,4,2,8,25.0,0,3,0.0,0,0,-,2,2,4,3,2,0,2,2,4
Ersan Ilyasova,DET,11/30/2015,DET vs. HOU,W,25,13,5,11,45.5,1,4,25.0,2,2,100.0,1,2,3,0,0,1,0,1,2
Aron Baynes,DET,11/30/2015,DET vs. HOU,W,21,11,5,8,62.5,0,0,-,1,2,50.0,3,1,4,2,0,1,1,3,-4
Andre Drummond,DET,11/30/2015,DET vs. HOU,W,27,24,10,15,66.7,0,0,-,4,18,22.2,4,9,13,2,3,3,1,3,13
Reggie Jackson,DET,11/30/2015,DET vs. HOU,W,37,31,11,18,61.1,3,4,75.0,6,8,75.0,0,5,5,8,2,0,2,3,11
Anthony Tolliver,DET,11/30/2015,DET vs. HOU,W,12,2,1,2,50.0,0,1,0.0,0,0,-,1,2,3,0,0,0,0,1,9
Stanley Johnson,DET,11/30/2015,DET vs. HOU,W,30,19,6,11,54.5,4,5,80.0,3,4,75.0,2,8,10,1,1,2,1,5,14
Steve Blake,DET,11/30/2015,DET vs. HOU,W,12,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,1,1,0,2
Stanley Johnson,DET,11/29/2015,DET @ BKN,L,27,10,4,10,40.0,2,3,66.7,0,0,-,0,5,5,1,1,0,1,3,-1
Steve Blake,DET,11/29/2015,DET @ BKN,L,18,7,3,5,60.0,1,2,50.0,0,0,-,0,1,1,4,0,0,2,1,-1
Marcus Morris,DET,11/29/2015,DET @ BKN,L,35,7,3,10,30.0,1,3,33.3,0,0,-,1,2,3,2,3,0,2,3,-7
Aron Baynes,DET,11/29/2015,DET @ BKN,L,11,2,1,5,20.0,0,1,0.0,0,0,-,0,1,1,1,0,0,2,1,-7
Andre Drummond,DET,11/29/2015,DET @ BKN,L,37,20,9,19,47.4,0,0,-,2,11,18.2,10,8,18,0,3,1,3,1,3
Reggie Jackson,DET,11/29/2015,DET @ BKN,L,30,8,4,20,20.0,0,4,0.0,0,0,-,2,4,6,9,1,0,3,4,-3
Ersan Ilyasova,DET,11/29/2015,DET @ BKN,L,26,8,4,9,44.4,0,1,0.0,0,0,-,2,3,5,0,1,0,1,2,6
Anthony Tolliver,DET,11/29/2015,DET @ BKN,L,22,0,0,6,0.0,0,5,0.0,0,0,-,1,4,5,1,1,0,0,0,-10
Kentavious Caldwell-Pope,DET,11/29/2015,DET @ BKN,L,34,21,6,17,35.3,2,5,40.0,7,10,70.0,3,4,7,1,1,0,0,0,0
Marcus Morris,DET,11/27/2015,DET @ OKC,L,40,17,5,13,38.5,2,4,50.0,5,6,83.3,0,4,4,0,1,0,0,1,-19
Andre Drummond,DET,11/27/2015,DET @ OKC,L,32,15,7,16,43.8,0,0,-,1,2,50.0,3,4,7,2,1,0,2,4,-5
Anthony Tolliver,DET,11/27/2015,DET @ OKC,L,20,6,2,4,50.0,2,4,50.0,0,0,-,1,2,3,0,0,1,0,1,-1
Aron Baynes,DET,11/27/2015,DET @ OKC,L,16,4,2,5,40.0,0,0,-,0,0,-,2,4,6,0,0,0,0,4,-11
Reggie Jackson,DET,11/27/2015,DET @ OKC,L,27,15,4,16,25.0,2,6,33.3,5,6,83.3,2,3,5,4,2,0,0,5,-20
Stanley Johnson,DET,11/27/2015,DET @ OKC,L,16,5,2,5,40.0,1,1,100.0,0,0,-,1,1,2,0,1,0,3,2,-1
Steve Blake,DET,11/27/2015,DET @ OKC,L,21,5,2,8,25.0,1,6,16.7,0,0,-,0,3,3,7,3,0,1,1,4
Kentavious Caldwell-Pope,DET,11/27/2015,DET @ OKC,L,40,11,4,15,26.7,0,3,0.0,3,4,75.0,2,2,4,4,1,0,1,2,-12
Ersan Ilyasova,DET,11/27/2015,DET @ OKC,L,28,9,3,8,37.5,1,5,20.0,2,2,100.0,2,2,4,0,0,0,1,1,-15
Aron Baynes,DET,11/25/2015,DET vs. MIA,W,13,6,3,4,75.0,0,0,-,0,0,-,1,4,5,1,0,1,0,1,12
Kentavious Caldwell-Pope,DET,11/25/2015,DET vs. MIA,W,34,6,2,15,13.3,1,6,16.7,1,1,100.0,0,2,2,4,2,0,0,3,23
Darrun Hilliard,DET,11/25/2015,DET vs. MIA,W,3,5,2,3,66.7,1,1,100.0,0,0,-,1,0,1,0,0,0,0,0,-3
Stanley Johnson,DET,11/25/2015,DET vs. MIA,W,20,7,3,12,25.0,0,2,0.0,1,1,100.0,2,3,5,2,1,1,2,5,0
Joel Anthony,DET,11/25/2015,DET vs. MIA,W,3,2,1,2,50.0,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-3
Andre Drummond,DET,11/25/2015,DET vs. MIA,W,33,18,9,18,50.0,0,0,-,0,1,0.0,8,12,20,0,2,5,1,0,14
Reggie Jackson,DET,11/25/2015,DET vs. MIA,W,26,18,7,12,58.3,4,5,80.0,0,0,-,0,4,4,7,0,0,1,1,27
Anthony Tolliver,DET,11/25/2015,DET vs. MIA,W,25,12,4,8,50.0,4,6,66.7,0,0,-,2,3,5,2,0,0,0,1,1
Marcus Morris,DET,11/25/2015,DET vs. MIA,W,36,14,6,13,46.2,2,3,66.7,0,0,-,2,4,6,0,1,0,0,1,29
Ersan Ilyasova,DET,11/25/2015,DET vs. MIA,W,23,13,3,7,42.9,3,4,75.0,4,4,100.0,1,2,3,3,0,0,0,2,22
Reggie Bullock,DET,11/25/2015,DET vs. MIA,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-3
Steve Blake,DET,11/25/2015,DET vs. MIA,W,22,3,1,4,25.0,1,4,25.0,0,0,-,0,2,2,4,0,0,3,2,-4
Anthony Tolliver,DET,11/23/2015,DET @ MIL,L,24,13,4,8,50.0,3,6,50.0,2,2,100.0,1,3,4,0,1,1,1,4,-2
Stanley Johnson,DET,11/23/2015,DET @ MIL,L,26,16,5,14,35.7,0,4,0.0,6,7,85.7,1,1,2,2,1,0,2,3,-8
Steve Blake,DET,11/23/2015,DET @ MIL,L,7,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,2,0,0,0,1,4
Andre Drummond,DET,11/23/2015,DET @ MIL,L,24,15,6,14,42.9,0,0,-,3,4,75.0,9,6,15,0,1,1,0,2,-18
Kentavious Caldwell-Pope,DET,11/23/2015,DET @ MIL,L,26,17,6,8,75.0,3,4,75.0,2,2,100.0,0,0,0,0,1,0,2,0,-19
Reggie Jackson,DET,11/23/2015,DET @ MIL,L,24,7,3,11,27.3,0,3,0.0,1,1,100.0,0,1,1,7,1,0,3,1,-12
Spencer Dinwiddie,DET,11/23/2015,DET @ MIL,L,17,4,1,4,25.0,0,1,0.0,2,4,50.0,0,2,2,3,0,0,1,2,-13
